OBJECTID,Site_Description,Date_Sample_Collected,Test_Name,Species_Group,Result_Name,Result_Value_String,Result_Value_Numeric,Units,Result_Label
5406,Murray Mouth,2025-06-26,Algal Identification,,Organism - Notes,Karenia mikimotoi - The identification for this organism is tentative only.,,,Karenia mikimotoi - The identification for this organism is tentative only.
5407,Murray Mouth,2025-06-26,Algal Identification,,Karenia mikimotoi,,1000,cells/L,"1,000 cells/L"
5408,Murray Mouth,2025-06-26,Algal Identification,,Amphora,,2000,cells/L,"2,000 cells/L"
5409,Murray Mouth,2025-06-26,Algal Identification,,Cryptomonads,,70000,cells/L,"70,000 cells/L"
5410,Murray Mouth,2025-06-26,Algal Identification,,Unicellular green algae,,50000,cells/L,"50,000 cells/L"
5411,Murray Mouth,2025-06-26,Algal Identification,,Oocystis,,20000,cells/L,"20,000 cells/L"
5412,Murray Mouth,2025-06-26,Algal Identification,,Phytoflagellates,,90000,cells/L,"90,000 cells/L"
5413,Murray Mouth,2025-06-26,Algal Identification,,Nitzschia,,10000,cells/L,"10,000 cells/L"
5414,Murray Mouth,2025-06-26,Algal Identification,,Heterocapsa,,10000,cells/L,"10,000 cells/L"
5415,Murray Mouth,2025-06-26,Algal Identification,,Achnanthidium,,90000,cells/L,"90,000 cells/L"
5416,Murray Mouth,2025-06-26,Algal Identification,,Gymnodinioids,,30000,cells/L,"30,000 cells/L"
5417,Murray Mouth,2025-06-26,Algal Identification,,Organism - Notes,Gymnodinioids - This organism was a small species.,,,Gymnodinioids - This organism was a small species.
5418,Murray Mouth,2025-06-26,Algal Identification,,Gymnodinioids,,5000,cells/L,"5,000 cells/L"
5419,Murray Mouth,2025-06-26,Algal Identification,,Other Organisms,,30000,cells/L,"30,000 cells/L"
5420,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Gymnodinium,,2000,cells/L,"2,000 cells/L"
5421,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Planctonema,,238000,cells/L,"238,000 cells/L"
5422,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Aphanizomenon,,10000,cells/L,"10,000 cells/L"
5423,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Navicula,,12000,cells/L,"12,000 cells/L"
5424,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Amphora,,2000,cells/L,"2,000 cells/L"
5425,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Katodinium,,2000,cells/L,"2,000 cells/L"
5426,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Guinardia,,4000,cells/L,"4,000 cells/L"
5427,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Heterocapsa,,10000,cells/L,"10,000 cells/L"
5428,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Oocystis sp 2 (large cells),,4000,cells/L,"4,000 cells/L"
5429,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Planktolyngbya,,3430000,cells/L,"3,430,000 cells/L"
5430,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Cyclotella,,50000,cells/L,"50,000 cells/L"
5431,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Gloeocapsa,,2950000,cells/L,"2,950,000 cells/L"
5432,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Phytoflagellates,,50000,cells/L,"50,000 cells/L"
5433,McGrath Flat adjacent Rabbit Island,2025-07-10,Algal Identification,,Organism - Notes,Karenia sp. suspected to be Karenia mikimotoi,,,Karenia sp. suspected to be Karenia mikimotoi
5434,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Achnanthidium,,40000,cells/L,"40,000 cells/L"
5435,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Chroomonas,,50000,cells/L,"50,000 cells/L"
5436,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Fragilaria,,10000,cells/L,"10,000 cells/L"
5437,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Unicellular green algae,,80000,cells/L,"80,000 cells/L"
5438,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Crucigenia,,160000,cells/L,"160,000 cells/L"
5439,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Monoraphidium,,60000,cells/L,"60,000 cells/L"
5440,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Pediastrum,,40000,cells/L,"40,000 cells/L"
5441,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Scenedesmus,,100000,cells/L,"100,000 cells/L"
5442,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Other Organisms,,310000,cells/L,"310,000 cells/L"
5443,Tauwitchere Barrage Downstream,2025-06-26,Algal Count - Total,,Algae - Total,,7360000,cells/L,"7,360,000 cells/L"
5444,Tauwitchere Barrage Downstream,2025-06-26,Algal Count - Total,,Blue Green Algae - Total,,6390000,cells/L,"6,390,000 cells/L"
5445,Tauwitchere Barrage Downstream,2025-06-26,Algal Count - Total,,Diatoms - Total,,140000,cells/L,"140,000 cells/L"
5446,Tauwitchere Barrage Downstream,2025-06-26,Algal Count - Total,,Geosmin-MIB producing BGA - Total,,0,cells/L,0 cells/L
5447,Tauwitchere Barrage Downstream,2025-06-26,Algal Count - Total,,Green Algae - Total,,732000,cells/L,"732,000 cells/L"
5448,Tauwitchere Barrage Downstream,2025-06-26,Algal Count - Total,,Toxin producing BGA - Total,,0,cells/L,0 cells/L
5449,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Algal Biovolume Notes,Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,,,Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.
5450,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Aphanizomenon,<0.01,,mm3/L,<0.01 mm3/L
5451,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Navicula,,0.01,mm3/L,0.01 mm3/L
5452,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Oocystis sp 2 (large cells),,0.03,mm3/L,0.03 mm3/L
5453,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Planktolyngbya,,0.02,mm3/L,0.02 mm3/L
5454,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Cyclotella,,0.03,mm3/L,0.03 mm3/L
5455,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Gloeocapsa,,0.07,mm3/L,0.07 mm3/L
5456,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Achnanthidium,<0.01,,mm3/L,<0.01 mm3/L
5457,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Chroomonas,<0.01,,mm3/L,<0.01 mm3/L
5458,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Fragilaria,<0.01,,mm3/L,<0.01 mm3/L
5459,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Crucigenia,<0.01,,mm3/L,<0.01 mm3/L
5460,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Monoraphidium,,0.05,mm3/L,0.05 mm3/L
5461,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Pediastrum,,0.05,mm3/L,0.05 mm3/L
5462,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Scenedesmus,,0.02,mm3/L,0.02 mm3/L
5463,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Cryptomonads,<0.01,,mm3/L,<0.01 mm3/L
5464,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Total Algae Biovolume,Not Calculated,,mm3/L,Not Calculated
5465,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Total Blue_Green Algae Biovolume,,0.09,mm3/L,0.09 mm3/L
5466,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Total Diatom Biovolume,Not Calculated,,mm3/L,Not Calculated
5467,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Total Green Algae Biovolume,Not Calculated,,mm3/L,Not Calculated
5468,Tauwitchere Barrage Downstream,2025-06-26,Algal Biovolume,,Total Toxic BGA Biovolume,,0,mm3/L,0 mm3/L
5469,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Asterionellopsis,,22000,cells/L,"22,000 cells/L"
5470,Tauwitchere Barrage Downstream,2025-06-26,Algal Identification,,Cryptomonads,,30000,cells/L,"30,000 cells/L"
5471,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Planctonema,,17100000,cells/L,"17,100,000 cells/L"
5472,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Aphanizomenon,,9040000,cells/L,"9,040,000 cells/L"
5473,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Aphanocapsa,,5800000,cells/L,"5,800,000 cells/L"
5474,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Planktolyngbya,,283000000,cells/L,"283,000,000 cells/L"
5475,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Pannus,,13400000,cells/L,"13,400,000 cells/L"
5476,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Scenedesmus,,5780000,cells/L,"5,780,000 cells/L"
5477,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Cyanodictyon,,12800000,cells/L,"12,800,000 cells/L"
5478,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Merismopedia,,67200000,cells/L,"67,200,000 cells/L"
5479,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Pseudanabaena,,1170000,cells/L,"1,170,000 cells/L"
5480,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Cyanobacterial Filaments (Narrow),,240000,cells/L,"240,000 cells/L"
5481,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Phormidium,,28000,cells/L,"28,000 cells/L"
5482,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Aulacoseira,,20000,cells/L,"20,000 cells/L"
5483,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Nitzschia,,90000,cells/L,"90,000 cells/L"
5484,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Pediastrum,,600000,cells/L,"600,000 cells/L"
5485,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Kirchneriella,,2900000,cells/L,"2,900,000 cells/L"
5486,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Closterium small_spp,,40000,cells/L,"40,000 cells/L"
5487,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Crucigenia,,5200000,cells/L,"5,200,000 cells/L"
5488,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Fragilaria,,170000,cells/L,"170,000 cells/L"
5489,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Dictyosphaerium,,1500000,cells/L,"1,500,000 cells/L"
5490,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Oocystis sp 2 (large cells),,20000,cells/L,"20,000 cells/L"
5491,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Tetrastrum,,3200000,cells/L,"3,200,000 cells/L"
5492,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Cyclotella,,60000,cells/L,"60,000 cells/L"
5493,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Achnanthidium,,1670000,cells/L,"1,670,000 cells/L"
5494,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Closterium,,20000,cells/L,"20,000 cells/L"
5495,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Monoraphidium sp_2_(short),,1670000,cells/L,"1,670,000 cells/L"
5496,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Staurastrum,,10000,cells/L,"10,000 cells/L"
5497,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Monoraphidium,,4000000,cells/L,"4,000,000 cells/L"
5498,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Oocystis,,12000000,cells/L,"12,000,000 cells/L"
5499,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Other Organisms,,9950000,cells/L,"9,950,000 cells/L"
5500,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Algal Biovolume Notes,Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,,,Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.
5501,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Nodularia spumigena,,0.01,mm3/L,0.01 mm3/L
5502,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Cylindrospermopsis raciborskii,,0.09,mm3/L,0.09 mm3/L
5503,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Aphanizomenon,,0.44,mm3/L,0.44 mm3/L
5504,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Aphanocapsa,<0.01,,mm3/L,<0.01 mm3/L
5505,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Planktolyngbya,,1.42,mm3/L,1.42 mm3/L
5506,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Pannus,<0.01,,mm3/L,<0.01 mm3/L
5507,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Scenedesmus,,1.44,mm3/L,1.44 mm3/L
5508,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Cyanodictyon,<0.01,,mm3/L,<0.01 mm3/L
5509,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Merismopedia,,0.03,mm3/L,0.03 mm3/L
5510,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Pseudanabaena,,0.02,mm3/L,0.02 mm3/L
5511,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Cyanobacterial Filaments (Narrow),<0.01,,mm3/L,<0.01 mm3/L
5512,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Phormidium,<0.01,,mm3/L,<0.01 mm3/L
5513,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Aulacoseira,,0.06,mm3/L,0.06 mm3/L
5514,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Nitzschia,,0.12,mm3/L,0.12 mm3/L
5515,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Pediastrum,,0.72,mm3/L,0.72 mm3/L
5516,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Kirchneriella,,0.07,mm3/L,0.07 mm3/L
5517,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Crucigenia,,0.16,mm3/L,0.16 mm3/L
5518,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Fragilaria,,0.11,mm3/L,0.11 mm3/L
5519,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Dictyosphaerium,,0.03,mm3/L,0.03 mm3/L
5520,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Oocystis sp 2 (large cells),,0.15,mm3/L,0.15 mm3/L
5521,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Cyclotella,,0.03,mm3/L,0.03 mm3/L
5522,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Achnanthidium,,0.19,mm3/L,0.19 mm3/L
5523,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Closterium,,0.11,mm3/L,0.11 mm3/L
5524,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Monoraphidium sp_2_(short),,0.09,mm3/L,0.09 mm3/L
5525,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Staurastrum,,0.02,mm3/L,0.02 mm3/L
5526,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Monoraphidium,,3.6,mm3/L,3.6 mm3/L
5527,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Oocystis,,3.6,mm3/L,3.6 mm3/L
5528,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Total Algae Biovolume,Not Calculated,,mm3/L,Not Calculated
5529,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Total Blue_Green Algae Biovolume,,2.01,mm3/L,2.01 mm3/L
5530,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Total Diatom Biovolume,,0.51,mm3/L,0.51 mm3/L
5531,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Total Green Algae Biovolume,Not Calculated,,mm3/L,Not Calculated
5532,Tauwitchere Barrage Upstream,2025-06-26,Algal Biovolume,,Total Toxic BGA Biovolume,,0.1,mm3/L,0.1 mm3/L
5533,Tauwitchere Barrage Upstream,2025-06-26,Algal Count - Total,,Algae - Total,,451000000,cells/L,"451,000,000 cells/L"
5534,Tauwitchere Barrage Upstream,2025-06-26,Algal Count - Total,,Blue Green Algae - Total,,395000000,cells/L,"395,000,000 cells/L"
5535,Tauwitchere Barrage Upstream,2025-06-26,Algal Count - Total,,Diatoms - Total,,2010000,cells/L,"2,010,000 cells/L"
5536,Tauwitchere Barrage Upstream,2025-06-26,Algal Count - Total,,Geosmin-MIB producing BGA - Total,,1200000,cells/L,"1,200,000 cells/L"
5537,Tauwitchere Barrage Upstream,2025-06-26,Algal Count - Total,,Green Algae - Total,,54000000,cells/L,"54,000,000 cells/L"
5538,Tauwitchere Barrage Upstream,2025-06-26,Algal Count - Total,,Toxin producing BGA - Total,,2160000,cells/L,"2,160,000 cells/L"
5539,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Cylindrospermopsis raciborskii,,2100000,cells/L,"2,100,000 cells/L"
5540,Tauwitchere Barrage Upstream,2025-06-26,Algal Identification,,Nodularia spumigena,,58000,cells/L,"58,000 cells/L"
5541,Sth Policeman Point,2025-06-26,Algal Identification,,Oxyrrhis,,207000,cells/L,"207,000 cells/L"
5542,Sth Policeman Point,2025-06-26,Algal Identification,,Organism - Notes,Akashiwo - The identification for this organism is tentative only.,,,Akashiwo - The identification for this organism is tentative only.
5543,Sth Policeman Point,2025-06-26,Algal Identification,,Akashiwo,,16000,cells/L,"16,000 cells/L"
5544,Sth Policeman Point,2025-06-26,Algal Identification,,Organism - Notes,Diplopsalis - The identification for this organism is tentative only.,,,Diplopsalis - The identification for this organism is tentative only.
5545,Sth Policeman Point,2025-06-26,Algal Identification,,Diplopsalis,,16000,cells/L,"16,000 cells/L"
5546,Sth Policeman Point,2025-06-26,Algal Identification,,Amphiprora_(=_Entomoneis),,1000,cells/L,"1,000 cells/L"
5547,Sth Policeman Point,2025-06-26,Algal Identification,,Nitzschia,,10200000,cells/L,"10,200,000 cells/L"
5548,Sth Policeman Point,2025-06-26,Algal Identification,,Achnanthidium,,1550000,cells/L,"1,550,000 cells/L"
5549,Sth Policeman Point,2025-06-26,Algal Identification,,Cyclotella,,40000,cells/L,"40,000 cells/L"
5550,Sth Policeman Point,2025-06-26,Algal Identification,,Phytoflagellates,,250000,cells/L,"250,000 cells/L"
5551,Sth Policeman Point,2025-06-26,Algal Identification,,Glenodinium,,125000,cells/L,"125,000 cells/L"
5552,Sth Policeman Point,2025-06-26,Algal Identification,,Gymnodinium,,350000,cells/L,"350,000 cells/L"
5553,Sth Policeman Point,2025-06-26,Algal Identification,,Heterocapsa,,400000,cells/L,"400,000 cells/L"
5554,Sth Policeman Point,2025-06-26,Algal Identification,,Unicellular green algae small_spp,,5960000000,cells/L,"5,960,000,000 cells/L"
5555,Sth Policeman Point,2025-06-26,Algal Identification,,Other Organisms,,450000,cells/L,"450,000 cells/L"
5556,Sth Policeman Point,2025-06-26,Algal Identification,,Organism - Notes,Unicellular green algae - This organism is similar to Gymnodinium but smaller in size.,,,Unicellular green algae - This organism is similar to Gymnodinium but smaller in size.
5557,Sth Policeman Point,2025-06-26,Algal Identification,,Organism - Notes,Unicellular green algae - The identification for this organism is tentative only.,,,Unicellular green algae - The identification for this organism is tentative only.
5558,Sth Policeman Point,2025-06-26,Algal Identification,,Organism - Notes,Unicellular green algae - This organism was a small species.,,,Unicellular green algae - This organism was a small species.
5559,Sth Policeman Point,2025-06-26,Algal Identification,,Unicellular green algae,,113000000,cells/L,"113,000,000 cells/L"
5560,Sth Policeman Point,2025-06-26,Algal Identification,,Chlorella,,4750000,cells/L,"4,750,000 cells/L"
5561,Sth Policeman Point,2025-06-26,Algal Biovolume,,Algal Biovolume Notes,Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.,,,Biovolumes for taxa reported at genus level are approximate values. Reported taxa and calculated biovolume includes only those with taxon cell volume and associated cell count data. Biovolume totals have specific criteria around how they calculate.
5562,McGrath Flat adjacent Rabbit Island,2025-07-10,Algal Identification,,Karenia sp.,,16200,cells/L,"16,200 cells/L"
5563,McGrath Flat adjacent Rabbit Island,2025-07-10,Algal Count - Total,,Total Phytoplankton,,16200,cells/L,"16,200 cells/L"
5564,McGrath Flat adjacent Rabbit Island,2025-07-10,Algal Count - Total,,Total Diatom,,0,cells/L,Not detected
5565,McGrath Flat adjacent Rabbit Island,2025-07-10,Algal Count - Total,,Total Dinoflagellate,,16200,cells/L,"16,200 cells/L"
